,text,label
1883,Getting a phone call from a very old friend.,joy
1884,Before giving a seminar to a rather large audience.,fear
1885,"Being stopped by the police for a traffic offence which I don't á
think I committed.",anger
1886,Death of a parent.,sadness
1887,"At a social event when none of the guests would help to serve á
food or clear tables. It was all beneath them.",disgust
1888,"The mother of a small child found me shaking the child in á
exasperation	 because I couldn't get it to sleep.",shame
1889,"The more than satisfactory result of a recently-completed á
university subject was communicated to me by phone.",joy
1890,"I was a passenger in a jumbo-jet which was accelerating down the á
runway and almost at the point of take-off	 when the pilot á
suddenly braked and put the engines into reverse thrust	 in an á
obviously urgent attempt to stop the aircraft. The hostesses show á
signs of concern and my first thought was that something was on á
the runway in our path and that we were in danger of hitting it.",fear
1891,"A person walking his dog allowed it to defecate on the footpath á
outside my house. Although it had happened before	 this was the á
first time I had witnessed it. All the skills I had learnt from á
PY 263 were thrown out the window when his indifference to my á
protestation was obvious to me.",anger
1892,"While walking through an old mining area	 I unwittingly disturbed á
a wallaby which	 in its resultant flight	 accidentally fell down á
a deep mine shaft. On investigation it seemed uninjured	 but it á
was impossible for the wallaby to get out	 and also for me to get á
it out of the shaft. To prevent its suffering a slow death	 I á
shot it.",sadness
1893,"A colleague and I were sitting on a bench next to an old man in a á
shopping centre. the old man coughed and spluttered somewhat	 á
then with his fingers removed the resultant phlegm and mucous á
from his mouth	 and transferred it onto the armrest of the á
bench.",disgust
1894,"I had promised to contact a friend about a particular matter by a á
certain date	 then thought no more about it until the friend á
reminded me after the date had passed.",shame
1895,"A neighbour complained about smoke from my backyard incinerator á
entering his house after a change of wind direction. I lit the á
fire after originally checking that the wind would not blow the á
smoke in that direction.",guilt
1896,"On my birthday	 when a very close friend sent me a huge bouquet á
of flowers.",joy
1897,"When I heard that there had been some women raped at uni	 just á
near where I usually park my car and walk by myself at night. á
Although I wasn't in danger it unnerved me for days and I was á
fearful whenever walking through the area.",fear
1898,"When the person I am going out with let me down in a situation á
that I was depending on them	 and didn't show respect or care.",anger
1899,"When I found out that a person I went to school with had died in á
a car accident.",sadness
1900,"When I heard about the way a parent of a friend had mistreated á
him	 and caused a great instability.",disgust
1901,"When I realised that I had become too emotionally involved with á
the person I'm going out with	 and when I began to like someone á
else and questioned whether I really care about person I'm with.",shame
1902,"When I came very late one night (or morning !) and my parents á
were waiting	 not so much angrgy as disappointed.",guilt
1903,"One of my friends and I had breakfast in a restaurant. It was á
spontaneous and lots of fun.",joy
1904,"I was walking home late at night from lectures and someone á
deliberately started following me. It was dark and I was scared.",fear
1905,"At one of my close friends saying she didn't like the way I am á
nice to people I don't know	 or who have been nasty to me.",anger
1906,"Leaving Melbourne to move interstate - leaving relatives and á
friends behind.",sadness
1907,"Disgust at a girl I know for continually feeling sorry for herself á
and never acting positively to do something about her problems.",disgust
1908,"I am ashamed of the horrible way I used to treat my little á
sister.",shame
1909,Often I forget to give my immediate family birthday presents.,guilt
1910,"I noticed that Meryl Streep and I had similar cheekbones and jaw á
structure.",joy
1911,I do not recall being scared in the near past.,fear
1912,As for disgust.,anger
1913,"Girl I was fond of did not initiate conversation as I expected in á
tutorial.",sadness
1914,"I realised that someone was insidiously attempting to shit me off á
I was disgusted with him for doing so	 because I afforded him á
with no excuse to do so.",disgust
1915,"I do not seem to feel emotion such as shame	 guilt or fear - far á
out !",shame
1916,"I cannot recall feeling guilty in the near past.
REMARK - SUBJECT MAY NOT HAVE TAKEN THE EXERCISE VERY SERIOUSLY.",guilt
1917,"When I was complimented and called ""delightful"".",joy
1918,When my mother was angry with me over my friends and boyfriend.,fear
1919,Anger towards my lover for being late.,anger
1920,The death of my twin sister - suicide.,sadness
1921,"Disgust with myself for consistently making foolish errors in á
communicating with others (asking for 1/2 Kg of nuts when I only á
wanted 50 g).",disgust
1922,"I had been rude to my mother at a time when she needed á
comforting	 not anger (death of my sister).",shame
1923,"Guilt - because I had not written to my sister for months before á
she died.",guilt
